;;;;;;Temperatur;Wasserstand;Luftfeuchtigkeit;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,8;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,8;66;59,6;;;;;;
sensor;68;2;;;;23,8;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,8;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,8;66;59,6;;;;;;
sensor;66;2;;;;23,8;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,8;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,8;66;59,6;;;;;;
sensor;66;2;;;;23,8;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,8;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,8;66;59,6;;;;;;
sensor;66;2;;;;23,8;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,8;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,8;66;59,6;;;;;;
sensor;66;2;;;;23,8;66;59,7;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,7;;;;;;
Temperatur;23,8;1;;;;23,7;68;59,7;;;;;;
sensor;66;2;;;;23,7;66;59,7;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,7;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,7;;;;;;
sensor;66;2;;;;23,7;66;59,7;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,7;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,7;;;;;;
sensor;66;2;;;;23,7;66;59,7;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,7;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,7;;;;;;
sensor;66;2;;;;23,7;66;59,7;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,7;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,7;;;;;;
sensor;66;2;;;;23,7;66;59,7;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,7;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,7;;;;;;
sensor;66;2;;;;23,7;66;59,7;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,7;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,7;;;;;;
sensor;66;2;;;;23,7;66;59,7;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,7;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,7;;;;;;
sensor;66;2;;;;23,7;66;59,7;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,7;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,7;;;;;;
sensor;66;2;;;;23,7;66;59,7;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,7;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,7;;;;;;
sensor;66;2;;;;23,7;66;59,7;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,7;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,7;;;;;;
sensor;66;2;;;;23,7;66;59,7;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,7;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,6;;;;;;
sensor;66;2;;;;23,7;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;67;59,6;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,6;;;;;;
sensor;66;2;;;;23,7;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,6;;;;;;
sensor;66;2;;;;23,7;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,6;;;;;;
sensor;66;2;;;;23,7;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,6;;;;;;
sensor;66;2;;;;23,7;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,6;;;;;;
sensor;66;2;;;;23,7;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,6;;;;;;
sensor;66;2;;;;23,7;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,6;;;;;;
sensor;66;2;;;;23,7;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,6;;;;;;
sensor;66;2;;;;23,7;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,6;;;;;;
sensor;66;2;;;;23,7;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,6;;;;;;
sensor;66;2;;;;23,7;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,6;;;;;;
sensor;66;2;;;;23,7;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,8;66;59,6;;;;;;
sensor;66;2;;;;23,8;68;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,8;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,8;66;59,6;;;;;;
sensor;66;2;;;;23,8;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,8;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,8;66;59,6;;;;;;
sensor;66;2;;;;23,8;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,8;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,8;66;59,6;;;;;;
sensor;66;2;;;;23,8;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,8;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,8;66;59,6;;;;;;
sensor;66;2;;;;23,8;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,8;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,8;66;59,6;;;;;;
sensor;66;2;;;;23,8;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,8;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,8;66;59,6;;;;;;
sensor;66;2;;;;23,8;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,8;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,8;66;59,6;;;;;;
sensor;67;2;;;;23,8;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,8;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,8;66;59,6;;;;;;
sensor;66;2;;;;23,8;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,8;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,8;66;59,6;;;;;;
sensor;66;2;;;;23,8;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,8;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,8;66;59,6;;;;;;
sensor;66;2;;;;23,8;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,8;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,8;66;59,6;;;;;;
sensor;66;2;;;;23,8;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,7;68;59,6;;;;;;
sensor;66;2;;;;23,7;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,6;;;;;;
sensor;66;2;;;;23,7;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,6;;;;;;
sensor;66;2;;;;23,7;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,6;;;;;;
sensor;66;2;;;;23,7;66;59,6;;;;;;
Luftfeuchtigkeit;59,5;3;;;;23,7;66;59,6;;;;;;
Temperatur;23,8;1;;;;23,7;66;59,6;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;67;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,5;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;68;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;68;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
